access_roles,adaptive_descendant_cap,adaptive_exhausted_arms,adaptive_state_persisted,admission,behavior_identity,candidate_id,canonical_expression,canonical_identity,claimed_state_field_id,condition_field_ids,cost_adjusted_reward,declared_field_ids,development_increment_positive,episode_policy,event_tier,exact_identity,exposure_ledger_required,expression,field_ids,forbidden_read_count,frozen_mechanism_id,generator_version,is_matched_control,legal,market_vote_policy,matched_control_id,matched_increment,maturity_contract_registered,maturity_rule,operator_family,operator_paths,parent_id,positive_time_blocks,proposal_origin,rank_ic_hit_rate,rank_ic_mean,representation_ids,requires_intrabar_order,reward,route_id,seed,seed_set,source_field_ids,state_source_expression,state_support_unit,strict,support,support_unit,support_units,survivor,tier_c_descendants_allowed,top_symbol_share,turnover,typed_route_decision,typed_route_reason,typed_route_rejection_code,uses_future_revision,vote_policy
['development'],,,,False,b19d43ccc676376e802c9a15,uc_minute_static_2718_00000,"CSRank(Add(ZScore($amount),ZScore($ret_1m)))",01a68093577b11fa2548f406b8556620db7a2b910e5f06bf1f933b7bf15b5086,,[],-0.1727902029164698,"['amount', 'ret_1m']",False,,,3a8d4f9c42cb4fff18e65b4cd46be7e785d8747ee4dc185b04e7eea87b3c188e,True,"CSRank(Add(ZScore($amount),ZScore($ret_1m)))","['amount', 'ret_1m']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_2718_00000_control,-0.14030446765235643,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,0,registry_root,0.0,-0.17202313376143102,"['cn.rep.e1a6c7e4ed4d3bdd8b53a3bda3fa28d9', 'cn.rep.92264a877f9fcf2b53483a2833631e12']",False,-0.1727902029164698,MINUTE_STATIC,2718,seed_b,"['cn.sf.621923f2d222470d1900a03583de5059', 'cn.sf.7ac67c3e2be8e149c3c02a4842c21173']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.30682766201551304,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,02ea2f945a0f1ba426b1d0f6,uc_minute_static_2718_00000_control,CSRank($amount),8fb7203deeb9882fe623403213852d80c1e7653975416c92b396388beb8c3583,,[],-0.032485735264113365,"['amount', 'ret_1m']",False,,,3a16d2968be552a8e1d69a268bd80e7e775a86da1a067bf60cbd3805aa407244,True,CSRank($amount),"['amount', 'ret_1m']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_2718_00000,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.375,-0.03191087268016392,"['cn.rep.e1a6c7e4ed4d3bdd8b53a3bda3fa28d9', 'cn.rep.92264a877f9fcf2b53483a2833631e12']",False,-0.032485735264113365,MINUTE_STATIC,2718,seed_b,"['cn.sf.621923f2d222470d1900a03583de5059', 'cn.sf.7ac67c3e2be8e149c3c02a4842c21173']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.2299450335797796,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,True,322db016e389e8f11aa34494,uc_minute_static_2718_00001,"CSRank(Add(ZScore($ret_1m),ZScore($low)))",65c26a52c26636f5b78634ac1fe59d79d3ac668d0cdf1c4c766330c0758e4d33,,[],-0.15450232834017796,"['ret_1m', 'low']",True,,,9f51f921c8abec5a767564e10e59db0f9d6d3a018ec81acda70f2abb34863c93,True,"CSRank(Add(ZScore($ret_1m),ZScore($low)))","['low', 'ret_1m']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_2718_00001_control,0.06949316138779799,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,0,registry_root,0.009615384615384616,-0.1539253879643356,"['cn.rep.a24282e2c82e94c62dab47348534b71d', 'cn.rep.92264a877f9fcf2b53483a2833631e12']",False,-0.15450232834017796,MINUTE_STATIC,2718,seed_b,"['cn.sf.155ca942c67e3b7985fdca8bf70262e2', 'cn.sf.7ac67c3e2be8e149c3c02a4842c21173']",,,True,3697901,stock-minute cross-section,728,False,,0.0001968684396905163,0.23077615033694757,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,True,23e1b2f40f6191f951d106a0,uc_minute_static_2718_00001_control,CSRank($ret_1m),6959eaee48878ec89ed355cb201bf8a88ba5c1556aa6f0791128e8410fc144ec,,[],-0.22399548972797595,"['ret_1m', 'low']",False,,,720dfb300c42b781abeb4ecd779c8b101bb57ba0303276652e5ba46f565b3614,True,CSRank($ret_1m),"['low', 'ret_1m']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_2718_00001,,False,bar_close,Arithmetic,['root:CSRank'],,0,matched_control,0.004120879120879121,-0.223197066190113,"['cn.rep.a24282e2c82e94c62dab47348534b71d', 'cn.rep.92264a877f9fcf2b53483a2833631e12']",False,-0.22399548972797595,MINUTE_STATIC,2718,seed_b,"['cn.sf.155ca942c67e3b7985fdca8bf70262e2', 'cn.sf.7ac67c3e2be8e149c3c02a4842c21173']",,,True,3704870,stock-minute cross-section,728,False,,0.00019649812274114882,0.3193694151451733,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,True,971f85a5e8c9a43f29d127bc,uc_minute_static_2718_00002,"CSRank(Add(ZScore($low),ZScore($close)))",47812e5db4f08fde5ac8e55c21b62ee5d12650ed9b2f8bee0b12c7d62b988098,,[],-0.030568361784896927,"['low', 'close']",False,,,cf4eade6346a4824a333599c373955b334c07766572ab6d9a11dc74eb852d277,True,"CSRank(Add(ZScore($low),ZScore($close)))","['close', 'low']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_2718_00002_control,-9.171759154395429e-05,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,1,registry_root,0.375,-0.03051236275909336,"['cn.rep.f2107e4504bd106fcf3ccc678d1c96c8', 'cn.rep.a24282e2c82e94c62dab47348534b71d']",False,-0.030568361784896927,MINUTE_STATIC,2718,seed_b,"['cn.sf.d40f8f20500150cfff77216ced9c2922', 'cn.sf.155ca942c67e3b7985fdca8bf70262e2']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.022399610321427052,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,True,a6194c45e2ee8a14a54ab949,uc_minute_static_2718_00002_control,CSRank($low),7391868af44fac2b7f9ec64b175618b57f8ade1d524ffbdee2e4b87f973bb092,,[],-0.030476644193352973,"['low', 'close']",False,,,83ed560f3b6e90a82ca5c4d2619e25a3835410097c6b0c6c6fa23c6c1b1fc6d6,True,CSRank($low),"['close', 'low']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_2718_00002,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.375,-0.030420696190904248,"['cn.rep.f2107e4504bd106fcf3ccc678d1c96c8', 'cn.rep.a24282e2c82e94c62dab47348534b71d']",False,-0.030476644193352973,MINUTE_STATIC,2718,seed_b,"['cn.sf.d40f8f20500150cfff77216ced9c2922', 'cn.sf.155ca942c67e3b7985fdca8bf70262e2']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.022379200979489897,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,False,a4c9e9c91ec946da388abe57,uc_minute_static_2718_00003,"CSRank(Add(ZScore($close),ZScore($vwap)))",fa3827d554846992f43f4c6acd484f45885c1f0d4132dd16668b016ff4e2adac,,[],-0.03361300145097875,"['close', 'vwap']",False,,,4444aef3b1a5090913ba8a4075c8aa30b8d0dbfdb3441978ee3ab6f0fc05024b,True,"CSRank(Add(ZScore($close),ZScore($vwap)))","['close', 'vwap']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_2718_00003_control,-0.0029230947700718164,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,1,registry_root,0.375,-0.03355622667230147,"['cn.rep.f2107e4504bd106fcf3ccc678d1c96c8', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.03361300145097875,MINUTE_STATIC,2718,seed_b,"['cn.sf.d40f8f20500150cfff77216ced9c2922', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4547,stock-minute cross-section,8,False,,0.0017594018033868484,0.02270991147091098,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,949e7d5ff85fcdcb803425d3,uc_minute_static_2718_00003_control,CSRank($close),4fdf0bedb31a368709f0d8bd2e2c6f412df802b5ad354c6553a3ca9c2e5b44a9,,[],-0.030689906680906934,"['close', 'vwap']",False,,,1e6a853946ecc75d74c32dc56a671a9db51487c6b125a29454ea510cfc5a8fab,True,CSRank($close),"['close', 'vwap']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_2718_00003,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.375,-0.030633875337065814,"['cn.rep.f2107e4504bd106fcf3ccc678d1c96c8', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.030689906680906934,MINUTE_STATIC,2718,seed_b,"['cn.sf.d40f8f20500150cfff77216ced9c2922', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.022412537536447858,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,False,c441fae4f765e4a8e056fb3f,uc_minute_static_2718_00004,"CSRank(Add(ZScore($vwap),ZScore($pct_chg)))",9402abe2a04bd1024c092f31d8e7ef860485710f3b72beb0ef66e1591cecd755,,[],-0.16633185906826506,"['vwap', 'pct_chg']",False,,,92988d2f900b5322e6b1254300786dd653b1c38516c55d6d4ee414b358915603,True,"CSRank(Add(ZScore($vwap),ZScore($pct_chg)))","['pct_chg', 'vwap']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_2718_00004_control,-0.13280961836577704,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,0,registry_root,0.0,-0.16575822592045267,"['cn.rep.ff25d250e767d497a03a512194193e34', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.16633185906826506,MINUTE_STATIC,2718,seed_b,"['cn.sf.e175250817b067c80c690ce8e2ea6e72', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4547,stock-minute cross-section,8,False,,0.0017594018033868484,0.22945325912495898,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,59f0fe64e86cdbe616c36466,uc_minute_static_2718_00004_control,CSRank($vwap),61effa6715e2f1d26e5acf49a1c581505c3ab90f93f42615d27e4f6185de29c2,,[],-0.03352224070248801,"['vwap', 'pct_chg']",False,,,a2a59b17d87de1f44de9a3a97dc55c4a9323e8e71fe6ba7d7efc476ee462588c,True,CSRank($vwap),"['pct_chg', 'vwap']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_2718_00004,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.375,-0.033465506795146385,"['cn.rep.ff25d250e767d497a03a512194193e34', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.03352224070248801,MINUTE_STATIC,2718,seed_b,"['cn.sf.e175250817b067c80c690ce8e2ea6e72', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4547,stock-minute cross-section,8,False,,0.0017594018033868484,0.022693562936647527,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
