factor_lane,count,best_abs_aligned_ic,followup_count,future_wrong_lag_count
cem_interaction::rx_range_location::rx_opening_amount::residual,9,0.2353486411,0,9
cem_interaction::rx_range_location::coverage_guarded_context::residual,6,0.2273641845,0,4
cem_interaction::rx_range_location::rx_opening_amount::spread,6,0.227218288,0,6
cem_interaction::rx_range_location::coverage_guarded_context::spread,3,0.2271862281,0,3
rx_interaction::rx_range_location::rx_opening_amount::product,4,0.2188802277,0,4
cem_interaction::rx_opening_range::coverage_guarded_context::residual,11,0.1689142267,0,7
cem_interaction::rx_opening_range::coverage_guarded_context::spread,6,0.1689142267,0,6
rx_interaction::rx_intraday_price_location::coverage_guarded_context::product,1,0.06249323073,0,1
rx_interaction::rx_opening_amount::rx_range_location::product,5,0.02216509187,0,0
rx_interaction::rx_opening_amount::rx_range_location::spread,3,0.0217072448,0,0
rx_interaction::rx_opening_range::rx_range_location::product,4,0.007678683248,0,0
typed_event_state::event_payload_state::event_inverted,6,0,0,0
typed_event_state::event_payload_state::event_rank,7,0,0,0
typed_lagged_context::coverage_guarded_context::context_inverted,1,0,0,0
typed_lagged_context::coverage_guarded_context::context_rank,1,0,0,0
typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,9,0,0,0
typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,7,0,0,0
rx_interaction::rx_range_location::coverage_guarded_context::spread,1,0,0,0
rx_interaction::rx_opening_range::coverage_guarded_context::product,2,0,0,0
rx_interaction::rx_range_location::coverage_guarded_context::product,1,0,0,0
rx_interaction::rx_opening_range::coverage_guarded_context::spread,2,0,0,0
typed_event_state::state_lifecycle::event_rank,1,0,0,0
